protein,IHD,CM,ARR,VD,CHD,CCD,VOO,OTH
UniRef90_F8WEB3,0,0.00468186,0,0,0,0,0,0
UniRef90_A0A6J0A932,0.009097628,0.012102862,0,0,0,0,0,0.012463963
UniRef90_Q92736,0.035674642,0.058826537,0.11174337,0.030543128,0.037974791,0.109357294,0.024789887,0.059180304
UniRef90_W5PBD7,0.010562305,0,0,0,0,0,0,0
UniRef90_A0A6J3IU69,0.010561754,0.014046326,0,0,0,0,0,0.020114211
UniRef90_F5H2W4,0.021134008,0.0173258,0.011229907,0.01768336,0.01582735,0,0.015572521,0.011192611
UniRef90_Q14149,0,0,0.007667557,0,0.007913995,0.008317153,0,0
UniRef90_A0A6J0CW69,0.021388865,0.024947083,0.012498411,0.021720819,0.007908205,0.00831089,0.018428306,0.020483944
UniRef90_O75390,0.103722734,0.09445809,0.10388074,0.056545346,0.071872534,0.093967413,0.039331504,0.081906335
UniRef90_A0A2K5YJ29,0,0,0,0,0.004993166,0,0,0
UniRef90_Q62234,0.01441693,0.022529956,0.016734626,0.016978457,0.014978579,0,0,0.018360674
UniRef90_A0A5F4C3C8,0.025007844,0.027490284,0,0.008095213,0,0,0.008785319,0.018835513
UniRef90_A0A2R8MJC3,0,0.004681285,0,0.00510975,0.023491775,0,0,0.004820909
UniRef90_F2Z2X9,0.015735925,0.004680706,0,0,0.026052982,0,0,0.01246171
UniRef90_P07910,0.009097816,0.00468177,0,0,0.011594695,0,0,0
UniRef90_P46933,0,0,0,0.020895233,0.01290739,0,0,0.004821235
UniRef90_Q86VB7-4,0.040665312,0.035422565,0.024911575,0.023012598,0.019394051,0.008264029,0.020424958,0.031887543
UniRef90_Q8VEE1,0.020560141,0.027080243,0,0.03289165,0.011580386,0,0,0.030094477
UniRef90_F5GWE5,0,0.004681852,0,0,0,0,0,0.004821493
UniRef90_O14818,0.038623667,0.033805176,0.009647524,0.017631431,0.021534192,0,0,0.015240912
UniRef90_P30101,0.042424458,0.038583026,0.09542113,0.0333302,0.042414906,0.072687722,0.027516887,0.042409824
UniRef90_A0A087WYS0,0.015733462,0.026189844,0,0,0.014013238,0,0,0.025853553
UniRef90_Q63488,0.017763541,0.02225567,0,0.030621688,0.029646001,0,0.008785109,0.004818559
UniRef90_H7BZC1,0.012771331,0.00936389,0,0,0,0,0,0.011195769
UniRef90_P82460,0.041864726,0.044035935,0.021910786,0.025037228,0.022302647,0.008200938,0.022419802,0.037412108
UniRef90_Q9NYY8,0.004548775,0.004681843,0.004837651,0,0,0,0,0
UniRef90_A0A286XP89,0,0.026569347,0,0,0,0,0,0.027513651
UniRef90_U3I9S9,0,0.00468186,0,0,0,0,0,0
UniRef90_A0A5G2QXI1,0.020852705,0.031218278,0.016059764,0,0.037603235,0.008307156,0,0.011182486
UniRef90_Q791V5,0.025144241,0,0,0,0,0,0,0
UniRef90_Q64737,0,0.010870759,0.007667004,0,0.02041919,0,0,0.011195136
UniRef90_Q9WTI7,0.007209667,0.004681806,0.004837614,0,0.007914211,0,0,0
UniRef90_O88738,0.007209693,0.004681758,0.009675543,0.01022105,0.00499306,0,0,0
UniRef90_I3LPE5,0,0,0,0,0,0,0,0.007642006
UniRef90_P18298,0.01966717,0,0,0.018918995,0.019515752,0,0.00878839,0.004820359
UniRef90_Q9UPN6,0,0.010871336,0,0,0,0,0,0
UniRef90_H0W7Y9,0.027963394,0.029459598,0.013562476,0.0227817,0.019489678,0.005238584,0.005536509,0.024118114
UniRef90_K7EJG5,0.007209434,0.004681655,0.012506507,0,0.011593911,0,0,0.012464236
UniRef90_Q9NVE7,0,0.007420662,0,0,0,0,0,0
UniRef90_Q15424,0.051725778,0.051265387,0.05023711,0.046599765,0.053139555,0.043947261,0.038912516,0.047290857
UniRef90_P22682,0.036667895,0.030887055,0.021777239,0.023643697,0.040669606,0.018055424,0.015487505,0.0282855
UniRef90_P53619,0.007209797,0.007420736,0,0,0,0,0,0
UniRef90_A0A5N3W782,0.007209311,0.015555841,0.007667308,0.013210484,0.009986509,0.005247004,0,0.004821141
UniRef90_Q6AY86,0.009097778,0,0,0,0,0,0,0
UniRef90_A0A2I3SB65,0.007209797,0.007420736,0,0,0,0,0,0
UniRef90_F1SDJ6,0,0,0,0.005110306,0.011594753,0,0,0
UniRef90_H0YE27,0.033719012,0,0,0,0,0,0,0
UniRef90_A0A5F4D7Q6,0.012770853,0.018299316,0.004837218,0,0.011593836,0,0,0.004821052
UniRef90_D3Z2A5,0.018184242,0.030373627,0.007659518,0.023734073,0.019496154,0.005241673,0,0.024344273
UniRef90_J3KNE3,0.012771206,0,0,0,0,0,0,0.00482144
UniRef90_J3QPZ8,0.009097918,0.004681822,0,0,0,0,0,0.004821463
UniRef90_F1RGN8,0.007209742,0,0,0,0,0,0,0
UniRef90_H0Y7V8,0,0,0.011233354,0,0,0,0,0
UniRef90_O75781,0.039285865,0.033099612,0.039803292,0.022634106,0.027747244,0,0.01099676,0.035059298
UniRef90_Q6A026,0.007209648,0,0,0,0.011594755,0,0,0
UniRef90_A0A5G2R0T9,0.004548529,0.014048031,0,0,0.011594603,0,0,0.011195789
UniRef90_F1SMR3,0,0,0,0,0.034530312,0,0,0
UniRef90_A0A4X1U166,0.018197471,0.022274747,0.017345176,0,0.014980419,0.008315471,0,0.007640487
UniRef90_A0A287AHK8,0.010561853,0.013144626,0,0,0.015831156,0,0,0.013536499
UniRef90_Q9QZ88,0.016834135,0.015555045,0,0,0,0,0,0
UniRef90_F8VTT8,0.093091136,0.072539863,0.088776984,0.041426917,0.05155813,0.074635944,0.031513227,0.060114485
UniRef90_F1RTR6,0.01777673,0.019145124,0.012504551,0,0.011591679,0,0,0.020493007
UniRef90_H3BNE7,0.017765857,0.017818708,0.024001906,0,0.012901319,0.021912364,0,0.020107291
UniRef90_Q5FVN1,0.004548785,0.004681854,0,0,0,0,0,0
UniRef90_F6T9H9,0.004548792,0,0,0,0,0,0,0
UniRef90_Q0VDF9,0.044735392,0.041673272,0.03220241,0.028111441,0.035612939,0.008200897,0.028676614,0.032596326
UniRef90_Q06124,0.030687504,0.041059302,0.015578819,0.061765265,0.109443961,0.010600529,0.038501612,0.034747281
UniRef90_I3L155,0.034119084,0.032867939,0.049915926,0.110782216,0.040828302,0.041892508,0.025251819,0.045728947
UniRef90_H0YCU5,0,0,0,0,0.009986946,0,0,0
UniRef90_Q6YHK3,0.013646655,0.019146957,0.007666474,0,0.017278244,0,0,0.012463228
UniRef90_F1SA96,0,0,0,0.005110372,0,0,0,0
UniRef90_Q9DC16,0.004548773,0,0.00483765,0,0,0,0,0.004821483
UniRef90_K7ES36,0,0,0,0,0.007914262,0,0,0
UniRef90_D4A4P3,0.010562713,0.004681799,0.004837606,0,0,0,0,0
UniRef90_Q9CR98,0,0.007420662,0,0,0,0,0,0
UniRef90_A0A2K5PZC2,0.025829109,0.010869708,0,0.00510959,0.011593129,0,0,0.004820758
UniRef90_Q7YS99,0.025950091,0.029622986,0.016059574,0,0.023191717,0,0,0.022392481
UniRef90_Q8WNQ7,0.007209627,0,0.004837519,0.005110219,0,0.005247233,0.00554565,0.011195789
UniRef90_Q0PIT9,0.009097403,0,0,0.011866312,0.004992951,0,0.012878869,0
UniRef90_Q29RF7,0.007209625,0,0,0,0.012908575,0,0,0
UniRef90_F1SLU8,0.030999722,0.024397089,0.022182772,0.005103022,0.007902909,0.016618522,0,0.026029136
UniRef90_A0A0G2KAM4,0.01175891,0.018299413,0,0.005109928,0.007913604,0,0,0.007641492
UniRef90_A0A096N962,0.004548598,0.0093638,0,0.005110161,0.015831664,0,0,0
UniRef90_Q68FH0,0.010558509,0.022022671,0.014510478,0.014345022,0.019015727,0.015743085,0,0.018841239
UniRef90_E9PFD4,0.009097995,0.004681793,0,0,0.007914187,0,0,0
UniRef90_D3ZCH3,0.004548717,0.014842314,0.00483759,0,0.004993088,0,0,0
UniRef90_O88492,0.010562429,0.010871513,0,0,0,0,0,0.007641869
UniRef90_Q8K1P9,0.024073929,0,0,0,0,0,0,0.011193783
UniRef90_G3V6G1,0.007209652,0.007420691,0,0,0.004993101,0,0,0.007642061
UniRef90_A0A1L1SRZ2,0.004548768,0.004681836,0,0,0.004993143,0,0,0.004821477
UniRef90_A0A4X1SG55,0.007209714,0,0,0,0.011595052,0,0,0
UniRef90_Q64537,0.02185659,0.035216317,0,0.03601061,0.019486557,0,0,0.012448258
UniRef90_A0A4X1VRM4,0.030973606,0.034424046,0,0.005101592,0,0,0,0.032078122
UniRef90_F7C312,0.020867004,0.020575886,0.014512778,0.005109189,0.012906287,0.005246175,0,0.007640243
UniRef90_A0A286XWI3,0.01573774,0,0,0,0,0,0,0
UniRef90_A0A1B0GW65,0.004548792,0,0,0,0,0,0,0
UniRef90_O00213,0.022956066,0.004680419,0.019350533,0.02579094,0.017271066,0.020996137,0,0.007639669
UniRef90_Q2KNA1,0.004548785,0.004681854,0,0,0,0,0,0
UniRef90_A0A2R8Y4N6,0.010562634,0.00742064,0.007667532,0,0,0,0,0.004821403
UniRef90_P97546,0,0.00742075,0.004837642,0,0,0,0,0
UniRef90_Q9Y3P9,0.015737502,0.016198119,0,0,0,0,0,0
UniRef90_Q9BYD2,0,0.004681852,0,0,0,0,0,0.004821493
UniRef90_F8VS58,0.025978237,0.021478185,0.018420967,0.013205781,0.011589066,0.008313099,0,0.007638308
UniRef90_K7ELY9,0.045520965,0.048703424,0.020159979,0.010016615,0.034059479,0,0.005434367,0.039968174
UniRef90_O95248,0.007209821,0.00468184,0,0,0,0,0,0
UniRef90_Q80W92,0,0,0,0,0.004993166,0,0,0
UniRef90_O14958-2,0.027371311,0.041594055,0.058964076,0.027816633,0.028254557,0.064087008,0.01032936,0.04179684
UniRef90_A2AL49,0.010560908,0.013143795,0.011232167,0,0.01159337,0,0,0.021517531
UniRef90_F1S5B0,0.013648618,0.014048091,0,0,0.004992797,0,0,0.01119583
UniRef90_H3BL60,0.05848114,0.055407029,0.042067935,0.046181734,0.037898614,0.03335946,0.030698858,0.051500682
UniRef90_E9Q0S6,0.018598447,0.013142041,0.012503896,0.024319287,0,0,0,0
UniRef90_M0QYN1,0.009097865,0.004681726,0.011233687,0.00809973,0,0,0,0
UniRef90_P12026,0.016838081,0.016789212,0.009675031,0,0,0,0,0.007641305
UniRef90_G3UWV3,0.018592455,0.027478842,0.021255473,0.021712479,0.007910251,0,0,0.009638376
UniRef90_Q15907,0.012770172,0,0.013581239,0,0.018481304,0.014733192,0,0
UniRef90_Q9H2M9,0,0.01314485,0,0,0.00499305,0,0,0.012463903
UniRef90_Q709F0,0,0,0,0,0.004993166,0,0,0
UniRef90_H3BLR7,0.039950363,0.046931788,0.019136917,0.008004908,0.012756934,0,0.005480579,0.041715028
UniRef90_P57087,0.012771124,0.009363739,0,0,0.012908165,0,0,0.011195588
UniRef90_P11234,0.009097804,0.010871591,0,0,0,0,0,0.01353703
UniRef90_F6ZMD5,0.007209725,0.004681778,0,0.008099821,0.007913993,0,0,0.007641888
UniRef90_O35568,0.017775833,0.018297694,0.004836993,0.013210603,0.007913196,0,0,0.014463872
UniRef90_H0YBJ4,0.016833386,0.009362818,0,0.018325111,0.004992349,0,0.019193087,0.009642191
UniRef90_I3LQF9,0,0,0.007667606,0,0.007914045,0,0,0.007641939
UniRef90_O08800,0.007209742,0,0,0,0,0,0,0
UniRef90_Q00653,0.021395359,0.020239236,0,0,0,0,0,0.020483492
UniRef90_A0A2I3HDH0,0,0,0,0,0.009986946,0,0,0
UniRef90_Q99L27,0,0,0.004837665,0,0,0,0,0
UniRef90_Q8BUA2,0.014420183,0.007420493,0.004837552,0.005110254,0.004993048,0.005247269,0,0
UniRef90_Q9JHL1-2,0,0,0,0.005110372,0,0,0,0
UniRef90_Q9QXE7,0.009095869,0.009361987,0,0,0.026616249,0,0,0
UniRef90_F1S146,0.018430404,0.028750574,0.03811524,0.027029415,0.033037737,0.037485979,0.01971056,0.029633579
UniRef90_P58335,0.019331213,0,0.007667239,0,0,0,0,0
UniRef90_O35824,0,0,0.009675274,0,0.009986209,0.010495205,0,0.018359777
UniRef90_A0A2I3GM79,0.049127118,0.04510382,0.039910795,0.033308459,0.032694499,0.031286512,0.031759448,0.046551716
UniRef90_P18428,0.034861524,0.032791869,0.030183648,0.024524863,0.016538563,0.021841323,0.011056638,0.027610499
UniRef90_K7EKE5,0.004548709,0.01087178,0.004837582,0,0.004993079,0,0,0.004821415
UniRef90_Q8VCH8,0.00720972,0.007420643,0,0,0,0,0,0
UniRef90_Q9Y291,0,0.007420606,0,0,0.007914059,0,0,0.007641952
UniRef90_F1RT79,0,0.004681852,0,0,0,0,0,0.004821493
UniRef90_P62820,0.016270332,0.046117214,0,0,0,0,0,0.024078582
UniRef90_A0A2I3MHN4,0.044402839,0.039138708,0.023513568,0.024082114,0.028258883,0,0.020331322,0.032944435
UniRef90_Q5E9H7,0.017778791,0.004681605,0.004837405,0,0,0,0,0
UniRef90_Q9Z2W0,0,0.013144437,0,0,0,0,0,0
UniRef90_O70548,0.01722823,0.040401757,0.011170548,0.032149251,0.026663398,0.012118585,0,0.031834687
UniRef90_P78344-2,0,0,0,0,0.004993166,0,0,0
UniRef90_B5MD38,0.009094963,0.025459309,0,0.008097386,0,0.005245572,0,0.016681073
UniRef90_A0A2I3H8D4,0.0684109,0.081916063,0.067996306,0.036301576,0.032994278,0.05385897,0.025942016,0.065421227
UniRef90_A0A287BIM9,0.035518213,0.036713603,0.015287543,0,0.004976452,0,0,0.037613353
UniRef90_D6RGV9,0.004548057,0.019528593,0.01533642,0.017680169,0,0.008315953,0,0.01928991
UniRef90_H0YL80,0.019306685,0.044985008,0.026013824,0.044063567,0.039778753,0.020637109,0.010885523,0.039099941
UniRef90_F1NLF6,0.007209693,0.004681758,0.009675543,0.01022105,0.00499306,0,0,0
UniRef90_Q9BVC6,0,0.007420662,0,0,0,0,0,0
UniRef90_I3L449,0.009097734,0.007420581,0.004837532,0,0.011594944,0,0,0
UniRef90_I3LPY1,0.017776312,0.00741951,0.011231683,0.023133233,0,0,0,0
UniRef90_A0A4X1VQL0,0,0.024022581,0,0,0.007913229,0,0,0.02474104
UniRef90_P54646,0.077518876,0.095388745,0.041873806,0.039287453,0.040305323,0.029593659,0.01510866,0.075502768
UniRef90_H0Y944,0.046912404,0.043685815,0.04384952,0.03480981,0.041884459,0.035870504,0.021900198,0.041130653
UniRef90_B1WBT4,0.004548767,0.004681835,0,0,0.007914089,0,0,0
UniRef90_A0A5G2QX13,0.007209716,0,0,0,0,0,0,0.007641986
UniRef90_H0YHA7,0.024384569,0.004681104,0,0.018912847,0.019014545,0,0,0.004820724
UniRef90_Q9UPN3,0.010553608,0.010862983,0.009668116,0.005106151,0.009978766,0.008310416,0,0.036832372
UniRef90_O89116,0.010562005,0.009363634,0.007667421,0.011866819,0,0.005247081,0.008789945,0.004821212
UniRef90_A0A287BHM1,0.019306685,0.044985008,0.026013824,0.044063567,0.039778753,0.020637109,0.010885523,0.039099941
UniRef90_W5PFL3,0.012771171,0.009363828,0,0,0,0,0,0
UniRef90_F1SIV3,0,0,0,0,0,0,0,0.007642134
UniRef90_P12309,0.035531235,0.036332226,0.012464619,0.005093039,0.015778618,0.012144356,0,0.040569372
UniRef90_Q96B36,0.010554205,0.032319365,0.013573148,0.013200659,0.018469602,0,0,0.020481957
UniRef90_G9F6X8,0.020864409,0.024606153,0.014506079,0.018907499,0.020414608,0.010488261,0.015564272,0.020483318
UniRef90_A0A287B5N7,0.019306685,0.044985008,0.026013824,0.044063567,0.039778753,0.020637109,0.010885523,0.039099941
UniRef90_G3V8U9,0,0.016789169,0,0,0,0,0,0.007641839
UniRef90_C9J7B7,0,0.00468186,0,0,0,0,0,0
UniRef90_Q5VSN0,0.010562039,0.013145225,0,0,0,0,0,0.011195393
UniRef90_Q9Y266,0.004548792,0,0,0,0,0,0,0
UniRef90_K7EL65,0.012771521,0,0,0,0,0,0,0.007641885
UniRef90_Q8R472,0.042209671,0,0,0,0,0,0,0.015263003
UniRef90_P63323,0.025565649,0,0,0,0,0,0,0.011194233
UniRef90_O54901,0.015111727,0.013143295,0,0,0.022277791,0,0,0
UniRef90_Q5SSZ5,0.00720978,0.009364106,0,0,0,0,0,0
UniRef90_Q99JF8,0,0,0,0,0.036280124,0,0,0
UniRef90_B0BN02,0.010562262,0,0,0,0.007914069,0,0,0
UniRef90_Q8IZP0-8,0.007209653,0,0,0,0.014018699,0,0,0
UniRef90_A0A340WLU3,0,0.01210368,0,0,0,0,0,0.007642018
UniRef90_Q61194-2,0.028564235,0.004680501,0.011230184,0,0,0,0,0.013534119
UniRef90_A0A287ANH2,0.007209742,0,0,0,0,0,0,0
UniRef90_F1MAA5,0.031092372,0.018292506,0.015330864,0,0,0.016631979,0,0.01353178
UniRef90_P82347,0.022386465,0.057449781,0.016321092,0.030517673,0.025207824,0.014365023,0,0.047128994
UniRef90_I3LNZ6,0,0.007420647,0,0,0.004993151,0,0,0
UniRef90_J3QKU9,0.01364285,0.021193754,0.011228497,0.016977365,0,0,0,0.024567178
UniRef90_O88941,0.007209742,0,0,0,0,0,0,0
UniRef90_O75688-2,0.017320737,0.009363019,0.007666724,0.005109735,0.00499254,0.008316249,0,0.019717936
UniRef90_F2Z501,0,0,0,0,0.004993166,0,0,0
UniRef90_Q8BWW9-2,0.06817873,0.067933714,0.042535649,0.035676071,0.035036872,0.032813409,0.024343347,0.056155318
UniRef90_H0XNE3,0.009097288,0.004681429,0,0.008099456,0.018487104,0,0,0.004821058
UniRef90_Q8CHS8-3,0,0,0.004837665,0,0,0,0,0
UniRef90_F5H5N2,0.009096759,0.019897794,0,0,0.014979131,0,0,0.018362017
UniRef90_Q96H20,0.016836531,0.0074204,0,0,0,0,0,0.00764174
UniRef90_Q8BZR4,0.004548792,0,0,0,0,0,0,0
UniRef90_Q5XIF3,0.016824189,0.0297757,0.00966888,0.028706748,0.00997961,0,0,0.021816016
UniRef90_H0YKV0,0.027732065,0.028350789,0.017315276,0.020417081,0.023714795,0.018132482,0.016610886,0.032343609
UniRef90_Q9BYI3,0,0.017827938,0,0,0.011594115,0,0,0
UniRef90_Q04735,0.007209648,0.004681794,0,0.008099848,0.007914019,0,0,0.004821434
UniRef90_I3LIL4,0.007209667,0.004681806,0.004837614,0,0.007914211,0,0,0
UniRef90_Q99JR5,0.036351582,0.03186634,0.013544423,0.01693379,0.004978524,0.008292902,0.008764691,0.029648625
UniRef90_P47962,0.010561402,0.010870415,0,0.00809924,0.01848308,0,0,0.01883931
UniRef90_P16615,0.02835637,0.041767285,0.032927547,0.021538954,0.030989214,0.0293605,0,0.038689533
UniRef90_O95139,0.010562436,0.004681769,0.009675567,0,0.004993072,0,0,0.004821408
UniRef90_F5H6P7,0.010562305,0,0,0,0,0,0,0
UniRef90_Q5U2Y7,0,0.007420662,0,0,0,0,0,0
UniRef90_D6R9D3,0,0.016198046,0,0,0,0,0,0.016681533
UniRef90_A0A7J8FIJ4,0.022108609,0.022760006,0.007665537,0.017680673,0.011591663,0,0,0.018835704
UniRef90_F1RLG4,0,0.009363947,0,0,0,0,0,0
UniRef90_Q99593,0.035504538,0.030581463,0.046107767,0.029875375,0.068741545,0.034633264,0.014858824,0.030293738
UniRef90_B2KF55,0,0.007420636,0,0,0,0,0,0.007641983
UniRef90_A0A0H2UHR5,0.007207529,0.024415133,0.007665412,0.013207217,0.014978262,0,0,0.021825972
UniRef90_P23680,0.073277655,0.048559481,0.051735948,0.042190697,0.037000615,0.049279151,0.036706268,0.041248339
UniRef90_H0YKF0,0,0.01314476,0,0,0,0,0,0.012464814
UniRef90_O75157,0,0.00468186,0,0,0,0,0,0
UniRef90_I3L404,0.033719012,0,0,0,0,0,0,0
UniRef90_E9PJ42,0,0.004681847,0,0.005110364,0,0,0,0
UniRef90_Q15652,0.0258472,0.020238289,0,0,0.015827979,0,0,0
UniRef90_A0A7N9CCC4,0.012771229,0,0,0,0,0,0,0
UniRef90_Q6QD59,0,0,0.004837665,0,0,0,0,0
UniRef90_H3BPK7,0.022335744,0.029779275,0.00483421,0.021312397,0,0,0,0.012456283
UniRef90_M0RBM9,0,0,0.004837665,0,0,0,0,0
UniRef90_F8WEF0,0,0.004681724,0,0,0.01659051,0,0,0
UniRef90_O15117,0.018202465,0,0,0,0,0,0,0
UniRef90_E2QYH6,0,0,0,0,0,0,0,0.004821501
UniRef90_Q6PI48,0.004548454,0.017329064,0,0.016978481,0.011594058,0,0,0
UniRef90_O75400,0.004548769,0.007420637,0,0,0.004993145,0,0,0
UniRef90_P30919,0.044049788,0.045870719,0.035585291,0.033216699,0.046788113,0.030363055,0.023683019,0.043686525
UniRef90_P02790,0.019333036,0.013143878,0,0.016978957,0.01290736,0,0,0.011194428
UniRef90_H0Y875,0.018592455,0.027478842,0.021255473,0.021712479,0.007910251,0,0,0.009638376
UniRef90_A0A286ZY44,0.010562722,0.007420584,0,0,0,0,0,0
UniRef90_Q53SF7,0.015740341,0.007420408,0,0,0,0,0,0
UniRef90_D3ZM20,0.004548792,0,0,0,0,0,0,0
UniRef90_A0A6J2MGL3,0,0.023798489,0.034646126,0.016177328,0.034489878,0.036107568,0,0
UniRef90_O75695,0.010554386,0.007415082,0,0.008093859,0.039099602,0,0,0.016673709
UniRef90_E9PKL8,0.007209068,0.019534897,0.007666857,0,0.004992627,0,0,0.012463843
UniRef90_P11766,0.030853843,0.014039896,0.007663535,0,0,0,0,0
UniRef90_O55173,0.034252469,0.036828686,0.020108316,0.017616219,0.021143997,0.008283107,0.00875434,0.032055651
UniRef90_Q5M7V7,0.004548775,0.004681843,0.004837651,0,0,0,0,0
UniRef90_Q99623,0.04895192,0.04791741,0.049687962,0.039939551,0.039969568,0.042815418,0.034035293,0.051521386
UniRef90_A0A5G2QS88,0.004548792,0,0,0,0,0,0,0
UniRef90_P22792,0.016838666,0.009363698,0,0,0,0,0,0
UniRef90_F1SHL0,0,0,0,0.005110372,0,0,0,0
UniRef90_K7EML9,0,0,0,0,0,0,0,0.004821501
UniRef90_A0A5K1U188,0.010562819,0.012102868,0,0,0,0,0,0
UniRef90_Q8BJ56,0.034975082,0.045788062,0.021708687,0,0.019807032,0.018002112,0,0.039854622
UniRef90_G3V9X3,0.00720834,0.014840596,0,0.008098379,0.023770862,0,0,0.013534102
UniRef90_F5H895,0.011759266,0.007420689,0,0,0,0,0,0
UniRef90_Q13557,0.03448736,0.044917623,0.040693556,0.028301479,0.032438674,0.029463353,0.012660983,0.044372152
UniRef90_Q9WTQ2,0.023349876,0.02321472,0,0.008097765,0.017271697,0,0,0.007639949
UniRef90_P17813,0.099843553,0.106917457,0.086812795,0.088162096,0.073061761,0.071647785,0.074164809,0.100807357
UniRef90_H0Y7C1,0.016307212,0.018294849,0.009673263,0.014346399,0.014016792,0.008315274,0.012877527,0.019292981
UniRef90_Q9DBE0,0.027316469,0.014043205,0.028718249,0,0,0,0,0.013533364
UniRef90_I3LNY0,0.004548772,0.009363934,0,0,0,0,0,0
UniRef90_Q9TVD2,0.00720975,0.00742057,0,0,0.007914191,0,0,0.004821435
UniRef90_E5RIB1,0.022952269,0.029022116,0,0,0.026769068,0,0,0.01970605
UniRef90_Q7Z4H8,0.004548792,0,0,0,0,0,0,0
UniRef90_E7EMS2,0.010562345,0,0,0,0.021586216,0,0,0
UniRef90_P60903,0.029312119,0.027974409,0.021828404,0.024780884,0.039374695,0.016577462,0.019128275,0.020417522
UniRef90_A0A096MK47,0.029035585,0.031317516,0.027028747,0.020396778,0.019922716,0.01739083,0,0.035516565
UniRef90_Q12824-2,0,0.004681087,0,0.008098866,0.020840632,0,0.005544907,0.013536232
UniRef90_A0A151NMA2,0.018195515,0.016197443,0.021259427,0.017680408,0.00499243,0,0,0
UniRef90_Q8BSD5,0.055581382,0.06657494,0.075529169,0.07453303,0.08324104,0.077280482,0.050208503,0.084235835
UniRef90_M0QYM5,0.004548775,0.004681843,0.004837651,0,0,0,0,0
UniRef90_A0A4X1T1A9,0.027227262,0.028348667,0,0,0,0,0,0.017282034
UniRef90_F5H2I0,0.004548792,0,0,0,0,0,0,0
UniRef90_Q9ULH0,0.062050939,0.05268893,0.053702592,0.038207559,0.05031159,0.039485111,0.033039273,0.046257065
UniRef90_M3W7D1,0.017321232,0.01782851,0.013582216,0,0,0,0,0.016680431
UniRef90_Q80XL6,0,0,0,0,0.007914111,0,0,0
UniRef90_Q7KZN9,0,0.024427286,0,0.021327346,0.015824303,0,0,0
UniRef90_Q9Y3B2,0.00720972,0.007420643,0,0,0,0,0,0
UniRef90_A0A2K5S1Z4,0.040298787,0.037487107,0.043696136,0.011549148,0.026113019,0.050116061,0,0.030410993
UniRef90_D3ZBL6,0.009096574,0.025579163,0.02125361,0,0,0,0,0.012462654
UniRef90_O89000,0.004548562,0.01484394,0,0.010220759,0,0,0,0.012464154
UniRef90_Q63932,0.01984653,0.028878258,0.007610623,0.027976411,0.047057915,0,0.017461818,0.020346173
UniRef90_A0A5G2R1K1,0.020294988,0.017829817,0,0.010219678,0.004992168,0,0,0.018842788
UniRef90_Q68D91,0,0,0,0,0.021938371,0,0,0
UniRef90_O75380,0.007208985,0.020578206,0,0,0.00499257,0,0,0.014465776
UniRef90_A1L0T0,0,0.025113294,0,0,0,0,0,0.016018715
UniRef90_Q6AY48,0,0,0.016738447,0,0,0,0,0
UniRef90_D3Z0K8,0.020257328,0.03467878,0,0.016172344,0.026770224,0,0.016613807,0.034716924
UniRef90_K7ENJ4,0.015737621,0.01555654,0.007667005,0.005109923,0,0.008316555,0,0.01246367
UniRef90_A6NGJ0,0.004548725,0,0,0,0.01159475,0,0,0.004821432
UniRef90_A0A2R8YEP4,0.010562498,0.007420574,0,0,0,0,0,0.007641919
UniRef90_Q9Y3B8,0.021801225,0.044497626,0,0,0.004973254,0,0,0.021740745
UniRef90_Q9Z2H5,0.009097778,0,0,0,0,0,0,0
UniRef90_A0A3Q2LLA7,0.004548697,0,0,0.005110272,0.011595032,0,0,0.004821402
UniRef90_Q8BMV4,0.004545166,0.033064292,0.004833814,0.014337024,0.024760101,0,0.008783469,0.016007312
UniRef90_T0M772,0.010562086,0.007420491,0.007667501,0,0.011594634,0,0,0
UniRef90_Q6AY80,0.007209494,0.014047795,0.00483743,0.010220768,0.00791391,0.005247137,0,0
UniRef90_A0A0A6YWP4,0.034529836,0.023821508,0.018401141,0.017654345,0.009969357,0.013546706,0,0.015994547
UniRef90_Q62824,0.011758521,0,0.014514266,0,0.017275654,0,0,0
UniRef90_G3UXT6,0,0,0,0,0.014980968,0,0,0
UniRef90_A0A2I0TXN5,0.046335162,0.051635801,0.042256409,0.038128855,0.039394505,0.039279902,0.032913715,0.052946863
UniRef90_Q15172,0.007209442,0,0.007667448,0.005110089,0.004992886,0.005247099,0,0.01836188
UniRef90_P09041,0.02234257,0.019142985,0.011228676,0.008095843,0.015826539,0.008313253,0.005542838,0.022411467
UniRef90_Q969Q1,0.044397837,0.060903903,0.024971147,0.050476484,0.027027626,0.01484374,0.022242073,0.060467312
UniRef90_F8WF42,0.065959373,0.030480521,0.016808253,0.023021666,0.004837068,0,0.020479973,0.025395328
UniRef90_Q01118,0,0.014046603,0.01451613,0,0,0.005247059,0,0.009643155
UniRef90_A0A5C6NK94,0,0.00468186,0,0,0,0,0,0
UniRef90_Q8BS72,0.004548722,0.007420678,0.004837596,0,0.007914181,0,0,0.004821428
UniRef90_A0A480UGM8,0.009097734,0,0,0.005110341,0.004993133,0,0,0
UniRef90_O08807,0.015112646,0.010871317,0,0.00809957,0,0,0.008790435,0.009643021
UniRef90_A0A0G2JWC7,0.004548657,0.010871064,0,0.008099724,0.007913897,0,0.008790214,0
UniRef90_F1LNQ9,0,0.007420507,0,0.008099781,0.007913953,0,0,0.011195885
