protein,IHD,CM,ARR,VD,CHD,CCD,VOO,OTH
UniRef90_B7Z6W2,0,0.009363332,0.012506197,0.005110028,0.01901631,0,0,0.004821171
UniRef90_Q9Y4G8,0,0,0.012505707,0.013210879,0.017275609,0,0,0
UniRef90_A0A2I2U6N7,0.007209458,0.014843359,0,0,0.015830507,0,0,0.004821239
UniRef90_M0R4F8,0.026910091,0.027344468,0,0,0.014014303,0,0,0
UniRef90_A0A087WYZ1,0.010562603,0.00468175,0,0.005110258,0.007914116,0,0,0.007641843
UniRef90_Q6TXF3,0.016312077,0.016789283,0.009675071,0,0,0,0,0.007641337
UniRef90_A0A2J8K9S8,0.009097734,0.007420581,0.004837532,0,0.011594944,0,0,0
UniRef90_Q8K2T1,0,0,0,0,0,0,0,0.007642006
UniRef90_Q8CD15,0.011757998,0.014841694,0.013580862,0,0.011593508,0.014732783,0,0.018360687
UniRef90_E9PLA2,0.009097353,0.013145029,0.009675441,0.010220557,0,0,0.011092263,0.007641486
UniRef90_E2R518,0.017776768,0.013144806,0.012505965,0,0.004992734,0,0,0.007641356
UniRef90_Q5EA62,0.018191462,0.016780114,0,0.020450838,0.024285062,0,0.00878537,0.028396479
UniRef90_Q80ZK0,0,0.007420662,0,0,0,0,0,0
UniRef90_D4A2N1,0,0.013137325,0,0,0.017269258,0,0,0.035276596
UniRef90_H7C123,0.024544771,0.009363261,0.007666922,0,0,0,0,0.007641258
UniRef90_F1SV03,0,0.013144437,0,0,0,0,0,0
UniRef90_A0A3Q2GWK7,0.009096898,0.012102459,0.011233061,0.01832592,0.012908123,0,0,0.009642425
UniRef90_Q6IA86,0.0072098,0.004681827,0,0.005110343,0,0,0,0
UniRef90_Q08200,0.024544771,0.009363261,0.007666922,0,0,0,0,0.007641258
UniRef90_Q9UNP9-3,0.018600128,0.020893408,0,0.014346469,0.014016362,0,0.005544212,0.016017126
UniRef90_Q9NVD7,0.013648003,0.013145124,0,0,0.007913633,0,0,0.012464411
UniRef90_P04792,0.045789711,0.042339753,0.03902295,0.027675216,0.02157745,0.034030933,0.012659442,0.037345902
UniRef90_F8W7R6,0.004548057,0.019528593,0.01533642,0.017680169,0,0.008315953,0,0.01928991
UniRef90_I3LIX4,0.007209832,0,0,0,0,0,0,0
UniRef90_F6T4G5,0,0.013144437,0,0,0,0,0,0
UniRef90_Q9DAT5,0,0.027695061,0,0.029481898,0.016582052,0,0,0
UniRef90_A0A1U7QF68,0.026565692,0.019139463,0,0.008097629,0,0,0,0.020486937
UniRef90_P01887,0.035491084,0.034705858,0.017278563,0.023371429,0.026349817,0,0.008751515,0.031379675
UniRef90_A0A286ZRU8,0.004548792,0,0,0,0,0,0,0
UniRef90_P61014,0.040472628,0.072243262,0.050403951,0.043200331,0.044632843,0.037120309,0.017323196,0.057921647
UniRef90_A0A5G2RCD1,0.009097929,0,0,0,0.004993135,0,0,0
UniRef90_K7EPY1,0.004548785,0.004681854,0,0,0,0,0,0
UniRef90_I3LF89,0.00909792,0.007420616,0,0,0,0,0,0
UniRef90_Q07889,0.014895915,0.029058628,0,0.037898518,0.049225327,0,0.039170034,0.017595215
UniRef90_F1RKY2,0.014421289,0.010871172,0,0.00511,0.017276964,0,0,0.007641457
UniRef90_H9G6X3,0.036257647,0.035852757,0.014458376,0.008066827,0.020342301,0,0,0.035464815
UniRef90_B2RY04,0.036623416,0.047625313,0.011058539,0.04700882,0.021940835,0,0.005458853,0.03252859
UniRef90_Q9QYB5,0.015112831,0.00468176,0.004837566,0,0,0,0,0
UniRef90_Q9D1Q6,0,0.0074108,0,0,0.047732262,0,0,0.007631854
UniRef90_Q99LM2,0.007209639,0,0,0,0,0,0,0.015285275
UniRef90_Q03958,0.010562305,0,0,0,0,0,0,0
UniRef90_F1RXS1,0,0.004681822,0,0,0.007914236,0,0,0.004821462
UniRef90_P62995,0.009097264,0.009363423,0.016737835,0.017681982,0,0,0,0
UniRef90_Q91ZB0,0.015737209,0.02227996,0.004836294,0.008097899,0.009984188,0,0,0.021823615
UniRef90_H0YJS4,0.010562433,0.009364013,0,0.008099803,0,0,0,0
UniRef90_H3BJQ7,0.019992281,0.01873689,0,0.005109428,0.007912659,0,0,0.009641981
UniRef90_H0Y6E1,0.011759555,0.004681704,0.004837508,0.005110208,0,0,0.005545638,0.007641911
UniRef90_A0A4X1TAD0,0.05675987,0.055039039,0.033912138,0.004923279,0.020801149,0.031092333,0,0.040511216
UniRef90_Q5XIG8,0.022329582,0.020882117,0.023288928,0.019451907,0.014970822,0.01217767,0,0.024756403
UniRef90_Q6YP21,0.026327475,0,0.004836894,0.00510956,0,0.005246556,0.005544934,0.004820729
UniRef90_Q07235,0.021137346,0.019531921,0.009673596,0.00809809,0.009984423,0.005246028,0,0.017287174
UniRef90_D3Z8B2,0.004547869,0,0.031218784,0,0,0,0,0
UniRef90_F8WEJ9,0,0,0,0.008099754,0.007913928,0,0.008790248,0.007641825
UniRef90_P31040-2,0.024015525,0.033102966,0.016699973,0.028088308,0.030554787,0,0,0.028643495
UniRef90_Q29558,0.018197743,0.024037095,0.02301068,0.010216071,0.007910103,0,0,0.022684745
UniRef90_F6Q3K8,0.08742016,0.046883771,0.036513549,0.039858372,0.039408228,0.034912594,0.032564869,0.064942728
UniRef90_A0A1B0GQX5,0.023892331,0.026471926,0.013570089,0.023444828,0.007905446,0.00830799,0.021679356,0.02150168
UniRef90_E5RHB8,0,0,0.004837665,0,0,0,0,0
UniRef90_H0V2S5,0.036607624,0.038634033,0,0,0.011565875,0,0,0.023856967
UniRef90_P04166,0,0.007420606,0,0,0.007914059,0,0,0.007641952
UniRef90_A0A0A0MTE2,0.011756838,0.023432298,0.012503749,0.010218572,0.018482229,0,0,0.014463017
UniRef90_A0A5F9DKC7,0.021376911,0.024760174,0.007657938,0.018901719,0.028108158,0,0.012862729,0.027133051
UniRef90_E5RHS5,0.009097934,0.004681831,0,0,0,0,0,0
UniRef90_F5GYU2,0.021388865,0.024947083,0.012498411,0.021720819,0.007908205,0.00831089,0.018428306,0.020483944
UniRef90_F1RYA1,0.045807904,0.047368297,0.028433286,0.035107186,0.038163388,0.02029975,0.02619382,0.046668155
UniRef90_D2XV59,0,0,0,0,0.011594342,0,0,0
UniRef90_I3L9F5,0.011759323,0,0,0,0,0,0,0
UniRef90_O75153,0.007209431,0,0,0,0.007913781,0,0,0.021816709
UniRef90_A0A480QGU4,0.029388721,0.02844625,0.016726182,0.00809283,0.018466763,0,0,0.023426047
UniRef90_K7EQA8,0.021394704,0.013143856,0,0.008098884,0,0,0.008789304,0.011194646
UniRef90_B7Z636,0.019149672,0.028928839,0.038298029,0.027382148,0.033329939,0.03775494,0.019704011,0.029819782
UniRef90_Q92504,0.004548792,0,0,0,0,0,0,0
UniRef90_Q6PD26,0.099327285,0.067409089,0.085915977,0.040245483,0.036048755,0.056501845,0.03373923,0.070571091
UniRef90_Q6I7R3,0.012770753,0,0,0,0,0,0,0
UniRef90_O00567,0.007209712,0,0,0,0.00791409,0,0,0
UniRef90_D3DXB2,0,0.004681803,0,0,0.009987134,0,0,0
UniRef90_Q9NZB2,0,0,0,0,0,0,0,0.01784624
UniRef90_A0A2R8Y5C8,0.004548784,0,0,0,0,0,0,0.004821494
UniRef90_Q9D7P1,0.021639898,0.010870844,0,0,0.012907454,0,0,0.009642579
UniRef90_Q8BH64,0.024976285,0.035520628,0,0.016190841,0,0,0,0.026478241
UniRef90_P0DMW0,0.032457357,0.031622302,0.024813715,0.026196809,0.017866318,0,0,0.026165222
UniRef90_Q00610,0.009097007,0.018299442,0.007666938,0.010220791,0.009985799,0.005246751,0,0.011195056
UniRef90_J3QP71,0.024700732,0.031615757,0,0,0.004989334,0,0,0.023661913
UniRef90_H0Y9S6,0,0,0,0,0.004993166,0,0,0
UniRef90_Q9QWK4,0.102466747,0.076011925,0.081061981,0.064639491,0.053779456,0.055045664,0.056678885,0.072278263
UniRef90_P35270,0.042516726,0.044221283,0.037500099,0.023931307,0.027484016,0.027199073,0.023630142,0.038820147
UniRef90_Q02858,0.051396581,0.048071761,0.035704417,0.038774516,0.045817012,0.026770741,0.031379977,0.048773666
UniRef90_G1RUD6,0.004548779,0.007420653,0,0,0,0,0,0
UniRef90_J3QKW1,0.036257647,0.035852757,0.014458376,0.008066827,0.020342301,0,0,0.035464815
UniRef90_A0A2K5WYF5,0.004548776,0.004681844,0,0,0.004993152,0,0,0
UniRef90_H0Z125,0.034299034,0.034822564,0.022940632,0.027877819,0.028579252,0.010443907,0.018355083,0.030785543
UniRef90_Q45VK5,0.016837153,0,0,0,0,0,0,0.013536125
UniRef90_S4R337,0,0.004681852,0,0,0,0,0,0.004821493
UniRef90_A0A2I3RB54,0,0,0,0.005110352,0.004993144,0,0,0.004821477
UniRef90_Q14432,0.017766065,0.030131401,0.007661976,0.013202272,0.009979335,0.005243355,0.005541551,0.021508194
UniRef90_Q80YT7,0.009097306,0.01620058,0,0.0051101,0,0,0,0.012464104
UniRef90_F1PMC5,0,0,0.012501297,0.005108347,0.029577306,0.01356134,0,0
UniRef90_P97820,0.016310048,0.010870154,0.01250474,0.010219836,0.018482622,0,0.008788847,0.015284636
UniRef90_I3N3B8,0.023709546,0.021472032,0.007660748,0.008092666,0.01158413,0,0,0.032778833
UniRef90_A0A5G2QHW9,0,0.00936393,0,0,0,0,0,0.004821479
UniRef90_P35611,0.029645728,0.009358931,0,0,0.011587898,0,0,0.018834608
UniRef90_A0A096NDE1,0.016834316,0.020886526,0.016070443,0.018916067,0,0,0,0
UniRef90_Q3KR59,0,0,0.0096757,0,0,0,0,0
UniRef90_Q63704,0.024946172,0.037495306,0.023459879,0.026187707,0.015782774,0.014688449,0.008762956,0.030636071
UniRef90_K7GRV3,0.004548748,0,0,0.008099886,0.007914056,0,0,0
UniRef90_Q07009,0.016833519,0.017329094,0,0.011866673,0.007913557,0,0,0
UniRef90_P33587,0.047786409,0.04069191,0.055432616,0.039087096,0.037633743,0.033848391,0.035727239,0.039491083
UniRef90_P59266,0,0.007420662,0,0,0,0,0,0
UniRef90_O75122-3,0,0,0.004837647,0,0.004993146,0,0,0.004821479
UniRef90_H3BMP9,0,0.007420767,0,0,0,0,0,0
UniRef90_P57721,0,0,0.016738447,0,0,0,0,0
UniRef90_H0VHZ2,0.019306685,0.044985008,0.026013824,0.044063567,0.039778753,0.020637109,0.010885523,0.039099941
UniRef90_Q13510,0.021393974,0.020888857,0.019359756,0,0,0.012181538,0,0.017283538
UniRef90_Q96JJ3,0.004548792,0,0,0,0,0,0,0
UniRef90_H0Y653,0.004548783,0,0,0,0.00499316,0,0,0
UniRef90_A0A0G2K681,0.016310886,0,0,0,0,0,0,0
UniRef90_F1SGP8,0.015112011,0.015554429,0,0,0,0,0,0.018361534
UniRef90_A1L1I3,0.011756708,0.012100771,0.007666108,0.005109196,0.026431824,0,0,0
UniRef90_A0A643BUA5,0.004548771,0.007420757,0,0,0,0,0,0
UniRef90_Q5PU49,0.010562432,0,0.004837477,0,0,0,0,0.016682954
UniRef90_P11881,0.007205791,0.021753817,0.00967093,0.0051075,0.02992316,0,0,0.01835724
UniRef90_Q02369,0.013647452,0.012103409,0,0,0.004992961,0,0,0.011195671
UniRef90_B5DEG8,0,0,0,0.014348151,0.009986491,0,0,0
UniRef90_P13667,0,0,0,0,0.011594786,0,0,0
UniRef90_Q8NF37,0.010562418,0.009363814,0.009675724,0.005110169,0.004992965,0,0,0.009643188
UniRef90_Q99MQ4,0.016834398,0.02365055,0.011230963,0.011864776,0.004991637,0,0,0.012461691
UniRef90_P08552,0.004548727,0.004681793,0,0,0.011594753,0,0,0
UniRef90_F1SMF6,0.019330732,0.016198996,0.009674561,0.016976552,0.004992231,0.005246411,0,0.015285738
UniRef90_P70274,0.031550206,0.032045689,0.012486127,0.011848918,0.014958158,0,0,0.023648362
UniRef90_J3QKQ5,0.004548761,0.007420742,0,0,0.004993136,0,0,0
UniRef90_G3V2A2,0.029493685,0.024412524,0,0.005106563,0,0,0,0.018352021
UniRef90_Q9QY90,0.022977094,0.009361502,0.011230986,0.008097733,0.007911889,0.008314761,0.005544132,0.018361137
UniRef90_C9JEV0,0.004548327,0.019141299,0.007666906,0.016981868,0,0,0.005545256,0.004821009
UniRef90_G1R3S0,0.050222402,0.057614435,0.045375959,0.046312221,0.04645707,0.042881999,0.032206307,0.04817854
UniRef90_P82673-2,0.010562321,0.004681719,0,0,0.012908408,0,0,0.007641934
UniRef90_I3L945,0.009096909,0.015555422,0,0,0.009985691,0,0,0.020493545
UniRef90_P51111,0.07616785,0.067866923,0.056931006,0.044399051,0.054772471,0.042681136,0.036117186,0.073512016
UniRef90_Q9GZS3,0.014420402,0,0,0,0,0,0,0
UniRef90_Q9H2P9,0.010561891,0,0,0.011866321,0,0,0.012878878,0
UniRef90_E9Q3X6,0.024874032,0.023844508,0.004834509,0.017677376,0.017270129,0,0.011087021,0.016676489
UniRef90_Q15382,0.033311914,0.046872803,0.046492458,0.030959777,0.025531294,0,0.017383924,0.042531417
UniRef90_O94967-4,0,0,0,0,0.004993166,0,0,0
UniRef90_Q9R0Z9,0.013648137,0.004681738,0.007667489,0.005110245,0,0,0,0
UniRef90_Q04519,0.041350915,0.028752995,0.028312601,0.015259366,0.027681008,0.023664709,0.005518453,0.025596181
UniRef90_Q9DC50,0.021386835,0.017321469,0.021583335,0.016194716,0.022914404,0.012179638,0.005542078,0.020489018
UniRef90_A0A0U1RPC4,0.012769368,0.02202117,0.013580691,0.016198985,0.012906092,0.012183147,0,0.015282305
UniRef90_Q4J6C6,0.011759203,0.013145029,0,0,0,0,0,0.012464234
UniRef90_O95425,0.009097604,0.009363957,0.009675708,0,0,0.005247173,0,0.014465277
UniRef90_H3BJI5,0.018977788,0.0173309,0.013582032,0.005109326,0.007912672,0.005246316,0,0.011194359
UniRef90_Q5JXI2,0.008966853,0.046249123,0.022175809,0.04429861,0.021631395,0.008197583,0,0.04223283
UniRef90_M0R423,0.012770544,0.013144311,0.011232718,0,0.011593669,0.012184913,0,0.00482119
UniRef90_P61313,0,0,0.015333567,0,0.020409974,0,0,0.032933084
UniRef90_P21283,0.019328584,0,0,0,0,0,0,0
UniRef90_A0A0G2K8Z9,0.007209624,0,0,0,0.015829732,0,0,0
UniRef90_Q01129,0.035247448,0.039907647,0.02040739,0.032269038,0.032547958,0.008250778,0.030526918,0.03109542
UniRef90_A0A287A0U5,0.030891222,0.014830782,0,0.022444543,0.024513162,0,0.023563133,0
UniRef90_E9PR16,0.009096574,0.025579163,0.02125361,0,0,0,0,0.012462654
UniRef90_A0A481ANC3,0.004548785,0.004681854,0,0,0,0,0,0
UniRef90_Q92538,0,0.016198046,0,0,0,0,0,0.016681533
UniRef90_Q8R3E3,0.004548616,0.014046963,0.004837482,0,0,0,0,0.014466282
UniRef90_P13797,0.009096374,0.0187331,0,0.021714423,0.014017593,0,0,0.020483739
UniRef90_Q12929,0,0.014842188,0,0,0,0,0,0.015285131
UniRef90_O14775,0.012759381,0.021164826,0.033871007,0.02310764,0.022574402,0.023736657,0,0.007634847
UniRef90_K7GP28,0.011758581,0.01314466,0,0,0.011594083,0,0,0.016019882
UniRef90_Q05D16,0.012770891,0.010870977,0,0,0.017275735,0,0,0
UniRef90_P67827,0.012771458,0.004681753,0.004837558,0.005110261,0,0,0,0.004821391
UniRef90_Q8WWV3,0.017773626,0.026600572,0,0,0,0,0,0.011193182
UniRef90_P07237,0.038005721,0.039930806,0.035782403,0.029168762,0.040064058,0.029150951,0.027756658,0.031923588
UniRef90_U3KQQ8,0.004548754,0.007420731,0,0,0,0,0,0.00764196
UniRef90_F1RUK8,0.00454875,0.007420723,0,0.005110331,0,0,0,0.004821458
UniRef90_H0YAC1,0.029476792,0.025886257,0,0.018900416,0.022265216,0,0,0.017834727
UniRef90_H0YWM0,0.027628566,0.016196184,0.011230841,0,0,0,0,0.020487062
UniRef90_P04066,0.004548613,0.017326848,0,0,0,0,0,0.017844114
UniRef90_J9P5F1,0.007209742,0,0,0,0,0,0,0
UniRef90_A5GFZ5,0,0.010871586,0,0,0,0,0,0.009643183
UniRef90_Q8N8A2-2,0,0,0,0,0,0,0,0.009643276
UniRef90_G3UZL4,0.007209632,0,0.007667457,0,0.011594567,0.008317045,0,0
UniRef90_A0A5F8AJ37,0.004548792,0,0,0,0,0,0,0
UniRef90_F8VNW0,0.035247448,0.039907647,0.02040739,0.032269038,0.032547958,0.008250778,0.030526918,0.03109542
UniRef90_A8MWP7,0,0.028354225,0.039592239,0.020833124,0.039533164,0.041470302,0,0
UniRef90_H7C1L0,0.025829399,0.00468119,0.004836977,0,0,0,0,0.009642203
UniRef90_Q9UHP3,0,0,0.009675537,0,0.004993057,0.01049549,0,0
UniRef90_A0A0G2JX72,0.031590843,0.029573211,0.047460287,0.010122283,0.029958839,0.033549243,0,0.045708413
UniRef90_O75792,0.013648241,0.004681773,0,0,0,0,0,0
UniRef90_I7G7X4,0.010562568,0,0,0,0,0,0,0
UniRef90_G3UY29,0.007209632,0,0.007667457,0,0.011594567,0.008317045,0,0
UniRef90_O75880,0,0.041505521,0,0.044765253,0.007883374,0,0,0.019640842
UniRef90_B4DJM9,0,0.012103197,0.011233097,0.008099712,0,0,0,0.009643014
UniRef90_Q7TNV0,0.022102828,0.017325217,0.022476622,0.016197583,0,0,0.017582367,0.01784153
UniRef90_A0A6P5QG48,0.004548792,0,0,0,0,0,0,0
UniRef90_F1SSF7,0.007209703,0.00468183,0,0,0.004993137,0,0,0.004821471
UniRef90_Q8BL97,0,0,0,0.008099868,0.007914038,0,0,0.007641932
UniRef90_E5RFH6,0.030851436,0.024930619,0.011219666,0,0,0,0,0.0316246
UniRef90_A0A6P5QKH8,0,0.004681852,0,0,0,0,0,0.004821493
UniRef90_Q61830,0.031919951,0.022979621,0,0,0,0,0,0.023416482
UniRef90_G3HEV1,0.004548792,0,0,0,0,0,0,0
UniRef90_A0A384CH33,0.007209727,0,0,0,0.004993153,0,0,0
UniRef90_Q9HCE6,0,0,0.007667664,0,0,0,0,0
UniRef90_F8WIM7,0.020586005,0.010870702,0,0,0,0,0,0
UniRef90_H3BUG1,0.08742016,0.046883771,0.036513549,0.039858372,0.039408228,0.034912594,0.032564869,0.064942728
UniRef90_Q8R180,0.004548683,0.014843813,0,0,0,0,0,0
UniRef90_P13671,0.034480138,0.040724577,0.02913243,0.026814972,0.026548773,0.019797526,0.017405724,0.042853771
UniRef90_Q2LE37,0.045597259,0.014767399,0,0,0,0,0,0.028614667
UniRef90_A0A0H5ANC0,0.033428832,0.037725458,0.016021105,0.023683086,0,0,0.025411525,0.029670582
UniRef90_Q9DCM0,0.007209742,0,0,0,0,0,0,0
UniRef90_P15379-2,0.044402839,0.039138708,0.023513568,0.024082114,0.028258883,0,0.020331322,0.032944435
UniRef90_P48643,0,0,0.004837645,0,0.007914092,0,0,0
UniRef90_P02763,0.017771456,0.03233723,0,0.005107682,0,0,0.005542896,0.009638495
UniRef90_C9JMN9,0,0,0,0,0.007914111,0,0,0
UniRef90_E9PZ12,0.010561754,0.014046326,0,0,0,0,0,0.020114211
UniRef90_H0YGU3,0,0.004681851,0,0,0.004993159,0,0,0
UniRef90_Q8VC30,0.009097587,0.012103675,0.004837382,0,0,0,0,0.017288419
UniRef90_A0A4X1U906,0.009097369,0.013144539,0,0,0.019976865,0,0,0
UniRef90_A0A2R8MYE4,0.010562305,0,0,0,0,0,0,0
UniRef90_A0A087WQ31,0,0.009363822,0,0.005110295,0.004993088,0,0,0.009643426
UniRef90_A0A151MFE0,0,0.01829511,0.011232987,0,0.015830895,0,0,0.011195118
UniRef90_H7BXP8,0,0,0,0.005110372,0,0,0,0
UniRef90_D4A3S8,0,0,0,0.010221182,0.004993124,0,0,0
UniRef90_S4R2M7,0.026694682,0.02527339,0.01788902,0.010207247,0.022588482,0.014717159,0.005537792,0.028199902
UniRef90_H0YJR5,0.012770544,0.013144311,0.011232718,0,0.011593669,0.012184913,0,0.00482119
UniRef90_P55789,0.035263439,0.037489285,0.029568414,0.023309336,0.029296564,0.020882171,0.012784091,0.032995218
UniRef90_Q86TD4,0.036440366,0.029612464,0.023900566,0.027353557,0.023389535,0.01990274,0.019123516,0.034640945
UniRef90_A0A674NK01,0.01998219,0.010865658,0.026591355,0.005107409,0.009981224,0.028684021,0,0.022670638
UniRef90_P04049,0.041065363,0.054861233,0.046538937,0.057394605,0.08584262,0.029945539,0.029940891,0.057294298
UniRef90_Q02372,0.018589374,0.029367751,0.01122458,0.014339311,0.014971884,0,0,0.021182976
UniRef90_H0YC04,0.011758653,0.013144128,0,0.014348014,0,0,0,0
UniRef90_H0Y8S0,0.012771257,0.01087106,0.012506841,0,0,0,0,0.011195446
UniRef90_Q9H7H0-3,0.004548785,0.004681854,0,0,0,0,0,0
UniRef90_P11456,0,0.007420662,0,0,0,0,0,0
UniRef90_P53597,0.012772047,0.009364032,0.007667423,0,0,0,0,0
UniRef90_P04275,0.073804803,0.050109333,0.046875565,0.05516212,0.040116522,0.028338306,0.064304709,0.039975166
UniRef90_A0A0U1RPL2,0.02293283,0.028361531,0.020885414,0.022425591,0.031048201,0,0.020506333,0.026020148
UniRef90_Q86UP2-3,0,0.010871336,0,0,0,0,0,0
UniRef90_A0A4X1WCX5,0.016834342,0,0.009675526,0,0.004993051,0,0,0
UniRef90_O00231,0,0.012103017,0,0,0,0,0,0
UniRef90_F6UXX1,0,0.017328509,0,0,0.00998632,0,0,0.00964294
UniRef90_Q13643,0.017321232,0.01782851,0.013582216,0,0,0,0,0.016680431
UniRef90_H7BZ75,0.009097887,0.004681806,0.004837614,0.00511032,0,0,0,0
UniRef90_F1RKY8,0,0.021479377,0,0.0132092,0.022595394,0,0,0.019712622
UniRef90_Q80TM6,0.010562568,0,0,0,0,0,0,0
UniRef90_P06760,0.031743749,0.023196934,0.017886018,0.022086974,0.022889097,0,0.005536207,0.019268808
UniRef90_Q07647,0.02028847,0.019133695,0.020912414,0.018905703,0.025847832,0,0.008784178,0.023438776
UniRef90_P48193,0.014419109,0.019142596,0.016071845,0,0.012905595,0.013564096,0,0.018841545
UniRef90_O88653,0.010562305,0,0,0,0,0,0,0
UniRef90_Q9N0F1,0.01683502,0.019144102,0,0.016201498,0,0,0,0.018840202
UniRef90_E9PL37,0.009095792,0.02659772,0.004836601,0.008098414,0.004992067,0,0,0.013533761
UniRef90_Q96KP4-2,0.014421214,0.007420314,0,0.008099571,0.011594357,0,0,0.011195176
UniRef90_J3KP15,0.009097507,0.007420397,0,0,0.007913881,0,0,0.016020926
UniRef90_F5GZP6,0,0,0,0,0,0,0,0.004821501
UniRef90_Q14254,0.034415633,0.034730192,0.013551531,0,0.015795257,0,0,0.034445393
UniRef90_G3V8D4,0.028167523,0.004679498,0.004835229,0.0051078,0.00499065,0.005244749,0.005543024,0.014460213
UniRef90_H0YA31,0,0.00468186,0,0,0,0,0,0
UniRef90_Q9Y4E8,0.015109528,0.012100315,0,0.014343881,0.007911606,0,0,0.02887579
UniRef90_A0A0U1RQB6,0.02293283,0.028361531,0.020885414,0.022425591,0.031048201,0,0.020506333,0.026020148
UniRef90_Q8VEG4,0,0,0,0,0.007914111,0,0,0
UniRef90_Q06136,0,0.007420662,0,0,0,0,0,0
UniRef90_F1S8A4,0.010562568,0,0,0,0,0,0,0
UniRef90_Q99LB6,0.004548792,0,0,0,0,0,0,0
UniRef90_A0A1D5P7M3,0.004548668,0.014843097,0,0,0.011594105,0,0,0
UniRef90_A0A2J8W4A2,0.004548748,0,0,0,0.009986933,0,0,0
UniRef90_Q9DCJ5,0.018596316,0.022282005,0.009674256,0,0.004992207,0,0,0.012462382
UniRef90_O15530,0.034252469,0.036828686,0.020108316,0.017616219,0.021143997,0.008283107,0.00875434,0.032055651
UniRef90_F1RJH8,0.035046635,0.028713988,0.028712698,0.020828773,0.034934378,0.016586268,0.005525645,0.026298407
UniRef90_Q01130,0.01573639,0.016197946,0,0,0.01401675,0,0,0.023910657
UniRef90_O70436,0.04187592,0.045349213,0.038122259,0.034451535,0.049528334,0.030660461,0.02799213,0.043404248
UniRef90_A0A0J9YV46,0.018162235,0.030410369,0,0.013183977,0,0,0,0.036677957
UniRef90_Q9H4G0,0.004548792,0,0,0,0,0,0,0
UniRef90_F5GY56,0.004548792,0,0,0,0,0,0,0
UniRef90_Q8BH43,0.00720965,0.007420571,0,0,0.009986567,0,0,0.007641916
UniRef90_O60240,0.100864202,0.060942071,0.070300536,0.055196242,0.046087362,0.042389256,0.058050962,0.062226001
UniRef90_F1S029,0.00720963,0.009364042,0.007667562,0,0,0,0,0.007641895
UniRef90_A0A0A6YW07,0,0.00468186,0,0,0,0,0,0
UniRef90_F1RIU0,0.004548783,0,0,0,0.00499316,0,0,0
UniRef90_Q2NL22,0,0.009363889,0,0,0.009986614,0,0,0
UniRef90_Q9CQH3,0.021132815,0.020570312,0.01533379,0,0.01847636,0,0,0.021183024
UniRef90_F1SPK8,0.039534768,0.035159918,0.016662421,0.018832198,0.015756064,0.010444264,0.011038651,0.022311824
UniRef90_Q99962,0.004548749,0.004681816,0.004837624,0,0,0,0,0.007642094
UniRef90_P47915,0.024386137,0.007419953,0,0,0.011593293,0,0,0.007641279
UniRef90_Q8CDM9,0.007205493,0.031438563,0.004834813,0,0,0,0,0.032163664
UniRef90_Q6STE5,0.018585836,0.028434318,0,0.018899488,0.027784453,0,0,0.028859943
UniRef90_A0A1B0GTP9,0.004548724,0.007420682,0,0,0.012907913,0,0,0
UniRef90_F6VTH5,0,0,0,0,0.004993166,0,0,0
UniRef90_F5GWA4,0.023871492,0,0.0048343,0,0.03820581,0,0,0
UniRef90_P29758,0.040101162,0.029477513,0.051929791,0.023064799,0.014726483,0.016358327,0.018123373,0.021755132
UniRef90_F1RLH9,0.033795741,0.035510885,0.034558122,0.020719857,0.037722259,0.030501247,0.022963046,0.040393576
UniRef90_P50583,0,0.00468186,0,0,0,0,0,0
UniRef90_F8WCY6,0.009097948,0,0,0,0,0,0,0
UniRef90_P49961,0.03544382,0.031977638,0.007641178,0.030931392,0.011554041,0,0.031212821,0.02336168
UniRef90_A0A2K5ZNT0,0.026356194,0.019530859,0.011229393,0,0,0.008313879,0,0.007638882
UniRef90_H3BK95,0.039179409,0.038644081,0.028408051,0.015246671,0.027463806,0.029111911,0.016553896,0.03016406
UniRef90_G1PGB8,0.009097384,0.007420178,0.009675474,0,0,0.005247046,0,0.017847045
UniRef90_Q9HC35,0,0,0.023979888,0,0,0,0,0.007641461
UniRef90_O94760,0.03673206,0.03770942,0.020475633,0.010175794,0,0,0.011044413,0.034939049
UniRef90_P51812,0.022115814,0.02276605,0.013573739,0.018320032,0.019507769,0,0.00554224,0.021189968
UniRef90_Q7Z7H8,0.004548768,0.004681836,0,0,0.004993143,0,0,0.004821477
UniRef90_J3KMX5,0.0205841,0,0,0,0,0,0,0.004821278
UniRef90_H0YGI8,0.010562805,0.007420645,0,0,0.007913975,0,0,0
UniRef90_K7ERT8,0.019663046,0.004681687,0,0,0.009986336,0,0,0.007641883
UniRef90_Q6NZJ6-2,0,0.012103017,0,0,0,0,0,0
UniRef90_A3KNA0,0,0,0,0,0.007914262,0,0,0
UniRef90_P16050,0.032423554,0.035519175,0,0.016171346,0.007898038,0,0,0.022897704
UniRef90_Q8R5J9,0.009097778,0,0,0,0,0,0,0
UniRef90_A0A5S8L0N9,0.024384569,0.004681104,0,0.018912847,0.019014545,0,0,0.004820724
UniRef90_Q80TV8,0,0.00936375,0,0.008099769,0.007913941,0,0,0.011195868
UniRef90_Q969X5,0.004548773,0,0.00483765,0,0,0,0,0.004821483
UniRef90_H0YAB8,0.031470509,0.014041658,0,0.010216757,0,0,0.0087862,0
UniRef90_H0W4A6,0.011759323,0,0,0,0,0,0,0
